source_raw,source_type,relation,target_raw,target_type,source_chunk_id,published_date,evidence,confidence
WT Micro,Company,ACQUIRED,Future Electronics,Company,ea3ade617cc100b4e3f2::c0000,2023-09-15,WT Micro to acquire Future Electronics for US$3.8 billion.,1.0
Deutsche Telekom,Company,PARTNERED_WITH,Zomato,Company,f4d21b2999c3b2bfe617::c0000,2023-04-17,Deutsche Telekom Zomato and more featured in the latest Market Talks.,1.0
WiseTech Global,Company,ACQUIRED,Blume Global,Company,e69f72813119e9cff57a::c0000,2023-02-18,WiseTech acquires Blume Global.,1.0
Kathy Hochul,Person,INVESTED_IN,clean technology,Technology,ac3df496218d42e3b5f3::c0000,2023-04-16,Governor Kathy Hochul’s office announced a multi-million-dollar state investment into clean technology.,1.0
mCloud Technologies Corp.,Company,DEVELOPED,cloud technology solutions,Technology,0edce0212f1c8b425a08::c0000,2023-05-31,mCloud Technologies Corp. a provider of cloud technology solutions optimizing the performance reliability.,1.0
Whirlpool Corporation,Company,DEVELOPED,leading edge technology center,Technology,c0cecaea3819186131bc::c0000,2023-08-18,Whirlpool Corporation Unveils New Leading Edge Technology Center.,1.0
Stadia,Technology,WORKED_AT,Phil Harrison,Person,03775e21b559c6e80e03::c0000,2023-04-13,Stadia’s vice president Phil Harrison said in a blog post.,1.0
Amazon,Company,PARTNERED_WITH,Hugging Face,Company,0d2e52f75f6b4f306d66::c0000,2023-02-21,Amazon’s cloud unit partners with Hugging Face maker of ChatGPT rival.,1.0
Google,Company,PARTNERED_WITH,Meta,Company,34a3ead45e1aca83fa4a::c0000,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence.,1.0
Google,Company,PARTNERED_WITH,OpenAI,Company,34a3ead45e1aca83fa4a::c0000,2023-07-21,Seven tech companies including Google Meta and OpenAI have voluntarily made commitments on developing and managing artificial intelligence.,1.0
Radware,Company,DEVELOPED,Cloud Application Protection Services,Technology,85e906a18159d3c3ff17::c0000,2023-02-22,Radware ... announced it advanced its Cloud Application Protection Services to create a best-of-suite offering.,1.0
Google Cloud,Company,USES,Llama 2,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud is announcing availability of Llama 2 and Code Llama from Meta.,1.0
Google Cloud,Company,USES,Code Llama,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud is announcing availability of Llama 2 and Code Llama from Meta.,1.0
Google Cloud,Company,USES,Falcon LLM,Technology,d6614d10117d6d80778e::c0000,2023-08-29,Google Cloud ... announcing availability of ... Technology Innovative Institute's Falcon LLM.,1.0
UJET,Company,PARTNERED_WITH,Google Cloud,Company,2512bf46ee71633efb09::c0000,2023-08-29,UJET announced a relationship with Google Cloud as a strategic technology partner.,1.0
eCloudvalley,Company,PARTNERED_WITH,Amazon Web Services,Company,576089e2e1c2e6aa9973::c0000,2023-05-08,eCloudvalley Signs Strategic Collaboration Agreement with Amazon Web Services.,1.0
Google,Company,DEVELOPED,data centers,Technology,582726f3cfa233b2d597::c0000,2023-05-08,Google announces plans to build two more data centers in Columbus and Lancaster.,1.0
Werner Vogels,Person,WORKED_AT,Amazon,Company,86be7b65a23e440577aa::c0000,2023-04-28,Werner Vogels CTO at Amazon spoke with VIR’s Bich Thuy.,1.0
NYC Public Schools,Company,PARTNERED_WITH,Microsoft,Company,12b088457efd5df7f650::c0000,2023-09-14,The school district collaborated with Microsoft on a custom AI-powered teaching assistant.,1.0
Applied Materials,Company,DEVELOPED,Silicon Valley R&D center,Technology,fe1d254869aa3fa77036::c0000,2023-05-22,the company touts a new Silicon Valley R&D center.,1.0
Amazon.com,Company,INVESTED_IN,AI products,Technology,c84c621aab489be45c42::c0000,2023-06-23,Amazon.com is building a program to help customers develop and deploy new kinds of artificial intelligence products.,1.0
Nvidia,Company,USES,Nvidia chips,Technology,64f859127d105927b7dc::c0000,2023-02-22,"Nvidia CEO said use of Nvidia chips to power artificial intelligence (AI) services like chatbots had '""gone through the roof in the last 60 days.'""",1.0
Vicki Kaping,Person,WORKED_AT,FCC,Company,2d0bee5d0b438b201e31::c0000,2023-09-26,Any person with disabilities who needs help accessing the content of the FCC Public file should contact Vicki Kaping at vkaping@wdio.com.,1.0
Mercy Corps,Company,PARTNERED_WITH,Cisco,Company,da8a6d46961d707fdd79::c0000,2023-02-07,Technology for change: Mercy Corps and Cisco’s partnership.,1.0
CTI,Company,ACQUIRED,Rapid Imaging,Company,42ff0b7292ad18a47818::c0000,2023-04-21,CTI buys defense software provider Rapid Imaging.,1.0
Toast,Company,DEVELOPED,Restaurant Technology Platform,Technology,ce803a9a40b000ea7218::c0000,2023-06-28,Toast Restaurant Technology Platform Approved for Marriott Select Service Hotels,1.0
Supantha,Person,LEADS,European Technology and Telecoms coverage,Technology,67fca95e711035bcbe80::c0000,2023-10-04,Supantha leads the European Technology and Telecoms coverage,1.0
Meta,Company,DEVELOPED,Instagram,Technology,67fca95e711035bcbe80::c0000,2023-10-04,Meta's Instagram Facebook to charge EU users for ad-free service,1.0
H2O.ai,Company,DEVELOPED,H2O AI Cloud,Technology,5d162210c58b91f6a091::c0000,2023-04-13,H2O.ai today announced the launch of H2O AI Cloud,1.0
Snowflake,Company,PARTNERED_WITH,H2O AI Cloud,Technology,5d162210c58b91f6a091::c0000,2023-04-13,H2O AI Cloud as a pre-built solution for the Manufacturing Data Cloud launched by Snowflake,1.0
Raymond Ma,Person,WORKED_AT,Alibaba Cloud,Company,7af33417ae940d9cfdb2::c0000,2023-04-27,written by Raymond Ma in his position as General Manager of Europe at Alibaba Cloud,1.0
Chad M. Moss M.D.,Person,WORKED_AT,MRMC,Company,7257e95060be3cdcc57c::c0000,2023-08-20,Chad M. Moss M.D. is the first surgeon to perform 1000 procedures at MRMC,1.0
Microsoft,Company,DEVELOPED,Azure OpenAI Service,Technology,0f5fa36a88eaffbb32a0::c0000,2023-06-09,Microsoft unveils OpenAI service for government customers.,1.0
Bill Chappell,Person,WORKED_AT,Microsoft,Company,0f5fa36a88eaffbb32a0::c0000,2023-06-09,Bill Chappell chief technology officer for Strategic Missions and Technologies.,1.0
10Pearls,Company,FOUNDED,2023 Inc. 5000,Technology,de36c717cc81ee6bcf60::c0000,2023-08-17,10Pearls Recognized on the 2023 Inc. 5000 for the 5th Consecutive Year.,1.0
Turnkey Modular,Company,DEVELOPED,Intelligent Component Design and System Assembly (ICSA),Technology,60dce9069512ceddb9cd::c0000,2023-04-20,Turnkey Modular which has implemented its robust Intelligent Component Design and System Assembly (ICSA) technology,1.0
Apple,Company,INVESTED_IN,generative AI,Technology,f432d5c9be380e741116::c0000,2023-08-04,Tim Cook says its hefty $22.6 billion research spend is down to generative AI.,1.0
Toast,Company,PARTNERED_WITH,Marriott International,Company,1d50a4b98b0eab770f10::c0000,2023-06-13,Toast has announced an agreement with Marriott International to make its Toast for Hotel Restaurants technology available,1.0
Carbyne,Company,PARTNERED_WITH,National Emergency Number Association,Company,a0b14c9c136b5bc3517d::c0000,2023-07-26,survey conducted by the National Emergency Number Association in conjunction with Carbyne,1.0
Lockheed,Company,DEVELOPED,stealth technology,Technology,5d1df43703396c12c3c2::c0000,2023-03-24,Lockheed noticed it and had Ufimtsev’s works translated into English; Ufimtsev’s work became the basis for modern-day stealth technology.,0.9
Proton,Company,FOUNDED,2014,Technology,99b7c18a59249f7bef2f::c0000,2023-10-04,Proton which was founded in 2014 in Geneva Switzerland specializes in privacy focused online services.,0.9
Microsoft,Company,DEVELOPED,ChatGPT,Technology,a6fd2f4f2b976b1b70ab::c0000,2023-02-02,Microsoft on Wednesday announced a new premium messaging service that will be powered by OpenAI’s ChatGPT messaging service.,0.9
Sruti Bhagavatula,Person,FOUNDED,COMP_SCI 397 497: Data Privacy,Technology,2a1fa41ba9108ffe9582::c0000,2023-02-01,Sruti Bhagavatula launched the department’s first data privacy course — COMP_SCI 397 497: Data Privacy — in winter 2022.,0.9
Meta,Company,WORKED_AT,Divyanshi Sharma,Person,41a74c6a8d0531abe20a::c0000,2023-04-25,Meta employee loses job after 8 years of service says the Meta employee is looking forward to rest and do nothing.,1.0
Cadence Design Systems Inc.,Company,PARTNERED_WITH,TSMC,Company,5946714080867357e737::c0000,2023-04-25,Cadence and TSMC Collaborate on N16 79GHz mmWave Design Reference Flow to Accelerate Radar 5G and Wireless Innovation.,1.0
WiMi,Company,DEVELOPED,silent speech recognition system,Technology,928345c5186572da58fd::c0000,2023-04-25,WiMi Releases A Highly Reliable Silent Speech Recognition System Based on Multi-featured Signal Sensing Technology.,1.0
Dell,Company,DEVELOPED,APEX File Storage for AWS,Technology,8eb2b5d823c3509ef655::c0000,2023-05-24,Dell is addressing cloud mobility with APEX File Storage for AWS.,1.0
Gavin Bashar,Person,WORKED_AT,Tunstall Healthcare,Company,e72855a29c0000c4b1a5::c0000,2023-02-08,Gavin Bashar UK Managing Director at Tunstall Healthcare shares insight.,1.0
Rajnath Singh,Person,LEADS,DIAT,Company,b7a03b6fde5d4dd3697a::c0000,2023-05-15,Defence Minister Rajnath Singh is the Chancellor of the DIAT.,1.0
Google,Company,DEVELOPED,Gemini,Technology,c833db37ee3c170dc115::c0000,2023-09-15,Google has given a small group of companies access to an early version of Gemini.,1.0
Diagnal,Company,PARTNERED_WITH,Lounges.tv,Company,0956b2a195e77f7e2e96::c0000,2023-09-27,Diagnal has extended its technology partnership with Lounges.tv.,1.0
Intel,Company,USES,CPUs,Technology,e7f2d22f750889fd3fb3::c0000,2023-08-20,Researcher detects severe vulnerability on Intel CPUs.,1.0
Arlene Gaylord,Person,WORKED_AT,FBI,Company,8d62efb25325f2a48c5e::c0000,2023-09-14,Arlene Gaylord Named Executive Assistant Director of FBI’s Information and Technology Branch.,1.0
Qualcomm,Company,PARTNERED_WITH,MTM Technology,Company,1c487be041f2eb5a5363::c0000,2022-12-02,Qualcomm in Partnership With MTM Technology.,1.0
Covetrus,Company,DEVELOPED,animal-health technology and services,Technology,b845a00005a57b13c7e5::c0000,2023-01-12,Covetrus is a global animal-health technology and services company dedicated to ...,0.9
Scan-Optics,Company,PARTNERED_WITH,UKG,Company,c43f8bebf5e19e976491::c0000,2023-01-12,Scan-Optics Expands Technology Partnership with UKG.,0.9
Jason Snyder,Person,WORKED_AT,Massachusetts,Company,bf2ea1139eacee92b130::c0000,2023-01-06,Jason Snyder is currently the chief technology ...,0.8
VIQ Solutions,Company,DEVELOPED,cyber-secure AI technology and services platform,Technology,b5c936d4cc0b2abb5f74::c0000,2023-02-08,The cyber-secure AI technology and services platform are implemented in the most rigid security environments.,0.9
Martin 'Marty' Cooper,Person,FOUNDED,cellphone technology,Technology,bede8fcd09fc195c7f4c::c0000,2023-04-01,father of the cellphone made the first call debuting this new mobile technology to the world in 1973.,0.9
Information Services Group (ISG),Company,LEADS,2022 HRO Today Superstars,Technology,dbebc61afb1dd03a75b8::c0000,2022-12-20,HRO Today has named two advisors from Information Services Group (ISG) a leading global technology research and advisory firm as 2022 Superstars.,0.8
Ox Appsec Security Ltd.,Company,DEVELOPED,OX-GPT,Technology,a2743c2dd9542a9e01a2::c0000,2023-05-18,Developer security operations startup Ox Appsec Security Ltd. today announced the launch of OX-GPT a ChatGPT integration.,1.0
Citizen,Company,USES,NASA technology,Technology,421c516ee721e743833b::c0000,2023-01-06,Citizen's new watch uses NASA technology and AI to determine your fatigue.,1.0
CereCore,Company,DEVELOPED,healthcare information technology (IT) services,Technology,e41e603c9b2b467c7a45::c0000,2022-12-08,CereCore today announced they are expanding their healthcare information technology (IT) services.,1.0
Align Technology,Company,LEADS,iTero Scanner and Services Business,Technology,b7521583cea9dd14a154::c0000,2023-02-09,Align Technology Appoints Karim Boussebaa EVP and MD of iTero Scanner and Services Business.,0.9
Koch Engineered Solutions,Company,PARTNERED_WITH,Percepto,Company,abb04ddf9e1b38f69d69::c0000,2023-02-08,Koch Engineered Solutions and Percepto Join Forces To Bring Cutting-Edge AI and Autonomous Drone Technology to Industrial Customers.,0.9
Percepto,Company,USES,AI and Autonomous Drone Technology,Technology,abb04ddf9e1b38f69d69::c0000,2023-02-08,Koch Engineered Solutions and Percepto Join Forces To Bring Cutting-Edge AI and Autonomous Drone Technology to Industrial Customers.,0.9
Savex,Company,PARTNERED_WITH,Accops,Company,a56210874e17e8522808::c0000,2023-01-06,Savex teams up with Accops to deliver channels customers better remote access solutions.,1.0
MAI,Company,ACQUIRED,WASI,Company,a176e6b4b9e25a1e22b9::c0000,2023-03-14,MAI Acquires Call Center Operator WASI to Bolster MAI Voice Contact Services Division.,1.0
Truecaller,Company,DEVELOPED,AI-powered call recording feature,Technology,fe3d9529c6adddb2d989::c0000,2023-06-16,Truecaller launched its AI-powered call recording feature starting in the U.S.,1.0
Kyndryl,Company,DEVELOPED,cybersecurity incident response and forensics service,Technology,a9350bffc64c123dc1be::c0000,2023-06-10,Kyndryl has announced a new cybersecurity incident response and forensics (CSIRF) service,1.0
Kyndryl,Company,PARTNERED_WITH,AWS,Company,a9350bffc64c123dc1be::c0000,2023-06-10,new threat intelligence collaboration with AWS,1.0
Newegg,Company,USES,ChatGPT Integration,Technology,ddd3eab4d6535947c59c::c0000,2023-05-17,ChatGPT Integration Powers Newegg’s PC Builder Tool,1.0
TSMC,Company,DEVELOPED,3DFabric process technology,Technology,b4c5aa0a9de935239b9f::c0000,2023-06-09,TSMC estimates that the fab will be able to produce over one million 12-inch wafer equivalents of 3DFabric process technology.,1.0
Dell Technologies,Company,WORKED_AT,5% of its global workforce,Technology,9cc988f1ecaac67d310c::c0000,2023-02-06,Dell Technologies is planning to cut around 5% of its global workforce in the latest in the wave of mass layoffs hitting the technology sector.,1.0
ChatGPT,Technology,USES,natural language,Technology,2f0ed6bc9ee7bb9348dd::c0000,2022-12-19,ChatGPT an AI-powered 'large language' model is poised to change the way high school English teachers do their jobs.,1.0
Dell Technologies Inc.,Company,DEVELOPED,Dell NativeEdge,Technology,574a610073dca3212ec1::c0000,2023-05-24,the release of Dell NativeEdge.,1.0
Eva Navarro López,Person,LEADS,School of Information,Technology,a46733ecc0a1c2b0bc4c::c0000,2023-08-08,Eva Navarro López has been named director of the School of Information,1.0
Microsoft,Company,DEVELOPED,Copilot in Dynamics 365 Field Service,Technology,060079074c76bc41fc07::c0000,2023-08-09,new AI capabilities announcement for Copilot in Dynamics 365 Field Service,1.0
Virginia Institute of Autism,Company,PARTNERED_WITH,St. Vincent’s Home,Company,b8ffab516010d6356541::c0000,2023-01-11,Virginia Institute of Autism has completed its merger with Roanoke-based St. Vincent’s Home.,1.0
Pexip,Company,DEVELOPED,Microsoft Teams,Technology,22ce0907166ee1046e07::c0000,2023-06-07,Pexip first to offer certified Microsoft Teams interop for U.S. Department of Defense.,1.0
Explorex,Company,PARTNERED_WITH,MSWIPE,Company,6613660c098739f11363::c0000,2023-03-06,EXPLOREX PARTNERS WITH MSWIPE TO STREAMLINE PAYMENT SOLUTIONS.,1.0
US,Company,DEVELOPED,national standards strategy for emerging technologies,Technology,d4b235e5c5ac4e66a7ad::c0000,2023-05-05,The White House released a national standards strategy for emerging technologies.,1.0
Cheryl Kees Clendenon,Person,WORKED_AT,In Detail Interiors,Company,746a551a652aab1eda0e::c0000,2023-09-19,Cheryl Kees Clendenon is the owner of In Detail Interiors.,1.0
Founder of Call2Talk,Person,FOUNDED,Call2Talk,Company,4edccf24eb89e3880e44::c0000,2023-05-05,Founder of Framingham-based Call2Talk has been chosen for Lifesaver Leadership Award.,1.0
Symphony,Company,PARTNERED_WITH,Owensboro Health,Company,822bafc072f12fcae1f4::c0000,2022-12-17,"Symphony and Owensboro Health partnered up for the start of the '""Music on Call'"" program.",1.0
Andrew Chaoya Li,Person,FOUNDED,TalkBerry,Company,df3d1f3b8db2fc5a854b::c0000,2023-10-31,Andrew Chaoya Li an award-winning designer and tech startup founder.,1.0
Acer,Company,INVESTED_IN,Russia,Company,2ad8ffcb035862e71178::c0000,2023-06-08,Acer supplied at least $70.4 million worth of computer hardware to Russia.,1.0
Meta Platforms,Company,WORKED_AT,EU antitrust watchdog,Company,798796b9653b29b661c0::c0000,2023-05-24,Meta Platforms suffered a setback as the EU antitrust watchdog's requests for information were ruled legitimate.,1.0
3CLogic,Company,DEVELOPED,CTI and Contact Center Solution,Technology,51610231c0a039089cce::c0000,2023-03-21,3CLogic CTI and Contact Center Solution Now Available on SAP® Store.,1.0
Aware,Company,PARTNERED_WITH,World Wide Technology,Company,2a07c88551ae9582a122::c0000,2023-01-18,Aware announced a partnership with World Wide Technology.,1.0
Seth Greenberg,Person,WORKED_AT,Veritone,Company,54a228c22538e6ea6801::c0000,2023-01-19,Veritone Appoints Technology Marketing Expert Seth Greenberg as Chief Marketing & Strategy Officer,1.0
Fleming Meng,Person,WORKED_AT,Veritone,Company,54a228c22538e6ea6801::c0000,2023-01-19,Information Technology Veteran Fleming Meng as Chief Information Officer,1.0
Newegg Commerce Inc.,Company,DEVELOPED,Acer Predator Helios 300 SpatialLabs™ Edition,Technology,3eff4a2f429bcde3cad2::c0000,2023-01-11,Newegg revealed its high expectations for gaming laptops in 2023. Highlighted among its wide array of gaming laptops is the Acer Predator Helios 300 SpatialLabs™ Edition,1.0
F5,Company,DEVELOPED,new distributed cloud services,Technology,5cdab4cc88cc72c32c4f::c0000,2023-03-26,F5 offers new distributed cloud services for multicloud connectivity.,1.0
Vi,Company,PARTNERED_WITH,Truecaller,Company,4ea351c2830a9abbdd2b::c0000,2023-07-13,"Vi has joined hands with Truecaller to make communication with consumers more trusted, safe and reliable.",1.0
AgencyBloc,Company,ACQUIRED,Radius,Company,ca3f3b016e8b726efa39::c0000,2023-02-01,AgencyBloc Acquires Radius to Provide Enhanced Capabilities for Benefits Brokers.,1.0
Inseego,Company,PARTNERED_WITH,Pocket Box,Company,f63be20ed2774a93d482::c0000,2023-01-04,Inseego and Pocket Box partnership offers integrated fleet technology.,1.0
AST Spacemobile,Company,PARTNERED_WITH,Vodafone Raku,Company,b3643a7b4d8a632a27e1::c0000,2023-04-27,This call was made by AST Spacemobile with help from their partners Vodafone Raku.,1.0
ERANGTEK,Company,DEVELOPED,5G Multiplexer Cavity Filter,Technology,9a2d2cc8991d7bdd562d::c0000,2023-01-09,ERANGTEK Signs MOU on Technology Cooperation and Production to Enter India's 5G Market With 5G Multiplexer Cavity Filter.,1.0
Emirates Health Services,Company,DEVELOPED,Metaverse based Virtual Telemedicine Solution,Technology,73daf199da46fa182d30::c0000,2022-12-30,The Emirates Health Services (EHS) has launched a Metaverse based Virtual Telemedicine Solution using 3D virtual reality technology.,1.0
Mood Media,Company,ACQUIRED,Vibenomics,Company,c80755d9645ce24e344f::c0000,2023-03-22,Mood Media expands in-store solutions with acquisition of Vibenomics.,1.0
Truecaller,Company,DEVELOPED,caller identification service,Technology,ab18f78f18ece0943190::c0000,2023-05-08,Truecaller aims to help WhatsApp users combat spam.,1.0
Verizon Communications Inc.,Company,FOUNDED,2000,Technology,6bf942a9ffff5b0cb7f6::c0000,2023-07-10,Verizon Communications Inc. was formed on June 30 2000.,1.0
Hewlett Packard Enterprise,Company,ACQUIRED,Axis Security,Company,325f8db4aaab2eaf00b9::c0000,2023-03-02,Hewlett Packard Enterprise (NYSE: HPE) today announced that it entered into a definitive agreement to acquire Axis Security a cloud security provider.,1.0
VIQ Solutions,Company,PARTNERED_WITH,JAVS,Company,03be1d3105ef94fe4eae::c0000,2023-06-15,VIQ Solutions Signs Strategic Partnership with JAVS to Modernize Courtroom Documentation Using AI.,1.0
NetScribe™,Technology,USES,AI algorithms,Technology,03be1d3105ef94fe4eae::c0000,2023-06-15,the technology uses advanced proprietary AI algorithms to produce draft transcripts.,1.0
FirstDraft™,Technology,USES,AI algorithms,Technology,03be1d3105ef94fe4eae::c0000,2023-06-15,the technology uses advanced proprietary AI algorithms to produce draft transcripts.,1.0
Fran Thompson,Person,WORKED_AT,HSE,Company,b2ea2c4cc2c769585e19::c0000,2023-01-27,Fran Thompson Chief Information Officer for the HSE.,1.0
India,Company,DEVELOPED,laptop licensing move,Technology,40c4f5ae19822b147de6::c0000,2023-08-04,India's decision to impose a licensing requirement for imports of laptops.,1.0
PTC,Company,DEVELOPED,ServiceMax Field Service Management Technology,Technology,814b01181419761e1b67::c0000,2023-05-24,PTC Applauded by Frost & Sullivan for Delivering ServiceMax Field Service Management Technology,1.0
Ramen Inc.,Company,DEVELOPED,Secure Wireless Network-as-a-Service,Technology,a9439d2c5d632dd19d0a::c0000,2023-05-18,Ramen Unveils Its Secure Wireless Network-As-a-Service,1.0
Dstny,Company,DEVELOPED,Call2Teams Go,Technology,a8fb4a180eee16346115::c0000,2023-08-15,Dstny launches Call2Teams Go for cost-effective voice integration with Microsoft Teams,1.0
Ron Gutman,Person,FOUNDED,Trivio,Company,e63843bf15b8106400d3::c0000,2023-10-25,Ron Gutman founder and CEO of digital healthcare platform Trivio,1.0
Elon Musk,Person,LEADS,X,Company,e23358a050b9d0082016::c0000,2023-10-25,according to chief technology officer and owner Elon Musk,1.0
